0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.28139382,0.262656147,0.232412886,0.206771861,0.187376726,0.173898751,0.161078238,0.141025641,0.124260355,0.120315582,0.112097304,0.097961867,0.087442472,0.084483892,0.078566732,0.074293228,0.071005917,0.070348455,0.065088757,0.072978304,0.083497699,0.096975674,0.105851414,0.125904011,0.157462196,0.2156476,0.253780408,0.306706114,0.36226167,0.433267587,0.463510848,0.493754109,0.517751479,0.558842867,0.573964497,0.595989481,0.6226167,0.635765943,0.652202498,0.666995398,0.673898751,0.663050625,0.663050625,0.669953978,0.672912558,0.680802104,0.685404339,0.689677844,0.689020381,0.696252465,0.70348455,0.692636423,0.677186062,0.66469428,0.637409599,0.632149901,0.632478632,0.638067061,0.626561473,0.623602893,0.61965812,0.611111111,0.608152531,0.604207758,0.607166338,0.618014464,0.632478632,0.648257725,0.65877712,0.679158448,0.713017751,0.748191979,0.801446417,0.828402367,0.830703485,0.828073636,0.812952005,0.796844181,0.773504274,0.743589744,0.71268902,0.686390533,0.667324129,0.642340565,0.624917817,0.581196581,0.552268245,0.514792899,0.479289941,0.440828402,0.414201183,0.385601578,0.366206443,0.364562788,0.345496384,0.315581854
0.285667324,0.260683761,0.23964497,0.211045365,0.186719264,0.171268902,0.155489809,0.137409599,0.118014464,0.1078238,0.094674556,0.079224195,0.071005917,0.063116371,0.054569362,0.049638396,0.051282051,0.051610782,0.042735043,0.044049967,0.047666009,0.052268245,0.049967127,0.055226824,0.071334648,0.101249178,0.106837607,0.1226167,0.155161078,0.193622617,0.212031558,0.245890861,0.271203156,0.303747535,0.332675871,0.367850099,0.405654175,0.442472058,0.458251151,0.480276134,0.496383958,0.510519395,0.514792899,0.521367521,0.514792899,0.522353715,0.526298488,0.526627219,0.515450362,0.524983563,0.523668639,0.516436555,0.521696252,0.512163051,0.503287311,0.496712689,0.47304405,0.47008547,0.459237344,0.451676529,0.436554898,0.433925049,0.430637738,0.426364234,0.429322814,0.437541091,0.454306377,0.475016437,0.49704142,0.517422748,0.543063774,0.582182774,0.610124918,0.652859961,0.681130835,0.70052597,0.696252465,0.677514793,0.648915187,0.616370809,0.593359632,0.560486522,0.53583169,0.512163051,0.492767916,0.46712689,0.440499671,0.417159763,0.386587771,0.361604208,0.328073636,0.30243261,0.300131492,0.305062459,0.283366206,0.261998685
0.239973702,0.221236029,0.190664037,0.168639053,0.148586456,0.141683103,0.126561473,0.117028271,0.106508876,0.090729783,0.071334648,0.053583169,0.039447732,0.032544379,0.032544379,0.02991453,0.018737673,0.019723866,0.01808021,0.01183432,0.013477975,0.015121631,0.012491782,0.016436555,0.036160421,0.052596976,0.055884287,0.062458909,0.087442472,0.103879027,0.102564103,0.114727153,0.139710717,0.162064431,0.19165023,0.228139382,0.260026298,0.298816568,0.332675871,0.370479947,0.402366864,0.427679158,0.434582512,0.435568705,0.448060487,0.476660092,0.483234714,0.484549638,0.493425378,0.520052597,0.531558185,0.531558185,0.530900723,0.526298488,0.514464168,0.498027613,0.494411571,0.474358974,0.461867193,0.461538462,0.455292571,0.438198554,0.430309007,0.439513478,0.439184747,0.460223537,0.476660092,0.487836949,0.536489152,0.569033531,0.60190664,0.628205128,0.659763314,0.694280079,0.702169625,0.696581197,0.679815911,0.660092045,0.63182117,0.614727153,0.598619329,0.574293228,0.549638396,0.512491782,0.503287311,0.479618672,0.452662722,0.40729783,0.37113741,0.337935569,0.296844181,0.257725181,0.24556213,0.24556213,0.216305062,0.189020381
0.1617357,0.149243918,0.129191321,0.109467456,0.09270217,0.089414859,0.06574622,0.055884287,0.036489152,0.030571992,0.020710059,0.019723866,0.017094017,0.018737673,0.016436555,0.016436555,0.017422748,0.017422748,0.016436555,0.021367521,0.029585799,0.044707429,0.060157791,0.087771203,0.125246548,0.192636423,0.234385273,0.299145299,0.370479947,0.453648915,0.510519395,0.563445102,0.587442472,0.61078238,0.604536489,0.619986851,0.630506246,0.646285339,0.648586456,0.654174885,0.645299145,0.6226167,0.632478632,0.627876397,0.63182117,0.620644313,0.615713346,0.605522682,0.605851414,0.618014464,0.616370809,0.619000657,0.609796187,0.596318212,0.586127548,0.584483892,0.576265615,0.582840237,0.58382643,0.582182774,0.576594346,0.588428665,0.597633136,0.606837607,0.60486522,0.63773833,0.660092045,0.674884944,0.699539776,0.714332676,0.735700197,0.756738988,0.785667324,0.827744905,0.861275477,0.862590401,0.847140039,0.821170283,0.805062459,0.779421433,0.749178172,0.721893491,0.699868508,0.67357002,0.643326759,0.6078238,0.572649573,0.515779093,0.475016437,0.437869822,0.393819855,0.359631821,0.322813938,0.316239316,0.2843524,0.256738988
0.223865878,0.202169625,0.175871137,0.14957265,0.135765943,0.123931624,0.113412229,0.103879027,0.095989481,0.090729783,0.084812623,0.081525312,0.078238001,0.08086785,0.080210388,0.077580539,0.079552926,0.08086785,0.079881657,0.076923077,0.086456279,0.104207758,0.115384615,0.138067061,0.172912558,0.242274819,0.285009862,0.348783695,0.418474688,0.503944773,0.54799474,0.59566075,0.61965812,0.634122288,0.645627876,0.635437212,0.651545036,0.669625247,0.676199869,0.674227482,0.668639053,0.64957265,0.642011834,0.638395792,0.642011834,0.632478632,0.626890204,0.619000657,0.611111111,0.611768573,0.605193951,0.612754767,0.603879027,0.586127548,0.563116371,0.564102564,0.556541749,0.563773833,0.56278764,0.553254438,0.553583169,0.558185404,0.565088757,0.572978304,0.579881657,0.603550296,0.627876397,0.651873767,0.67357002,0.706771861,0.728468113,0.745233399,0.779092702,0.827744905,0.867850099,0.870808679,0.857659435,0.837278107,0.818211703,0.789283366,0.768573307,0.747863248,0.727810651,0.69460881,0.661078238,0.623274162,0.589086128,0.550295858,0.510848126,0.460223537,0.415844839,0.376397107,0.342209073,0.326101249,0.295857988,0.267258383
0.232741617,0.205128205,0.179158448,0.166995398,0.154832347,0.141025641,0.125575279,0.117028271,0.101249178,0.098619329,0.090401052,0.079881657,0.071005917,0.069690993,0.066403682,0.070348455,0.07495069,0.075936884,0.073964497,0.074293228,0.085470085,0.101249178,0.113412229,0.134122288,0.174227482,0.242932281,0.29026956,0.360946746,0.434911243,0.520052597,0.564431295,0.610453649,0.641025641,0.6617357,0.655161078,0.657790927,0.67061144,0.694280079,0.699868508,0.701840894,0.693293886,0.680144642,0.679815911,0.671926364,0.670940171,0.669296515,0.663708087,0.658119658,0.659434583,0.607495069,0.60486522,0.65581854,0.642011834,0.621959237,0.59566075,0.597633136,0.597304405,0.603879027,0.596646943,0.59270217,0.599605523,0.606837607,0.614398422,0.622287968,0.627876397,0.651873767,0.676857331,0.702827087,0.725838264,0.753451677,0.780407627,0.803747535,0.830046022,0.872781065,0.906311637,0.914201183,0.894806049,0.877712032,0.865877712,0.8382643,0.809335963,0.77843524,0.747205786,0.721236029,0.703813281,0.65877712,0.61374096,0.577580539,0.531558185,0.484878369,0.438198554,0.399408284,0.378040763,0.364891519,0.331360947,0.298816568
0.257067719,0.234714004,0.210059172,0.182117028,0.166009204,0.14957265,0.130506246,0.114398422,0.103550296,0.097633136,0.090729783,0.085798817,0.078238001,0.077580539,0.077580539,0.07495069,0.070019724,0.071005917,0.075936884,0.078238001,0.086456279,0.10486522,0.116370809,0.142011834,0.184746877,0.246219592,0.286982249,0.352728468,0.433925049,0.521696252,0.567061144,0.618671926,0.643326759,0.6617357,0.666337936,0.666666667,0.688034188,0.698882314,0.708086785,0.714661407,0.702498356,0.695923734,0.70052597,0.70052597,0.702169625,0.699868508,0.697896121,0.69756739,0.70348455,0.712360289,0.720907298,0.718277449,0.701840894,0.695266272,0.667324129,0.669625247,0.667981591,0.67357002,0.665680473,0.661406969,0.659763314,0.665680473,0.670282709,0.685075608,0.696909928,0.715318869,0.738001315,0.75739645,0.767587114,0.790927022,0.810650888,0.822485207,0.845825115,0.873767258,0.903353057,0.898422091,0.901709402,0.879026956,0.864234057,0.836949375,0.810322156,0.79026956,0.761998685,0.738658777,0.702827087,0.660420776,0.619000657,0.581525312,0.533859303,0.487508218,0.444115713,0.408612755,0.384944116,0.373767258,0.334319527,0.303418803
0.268902038,0.236686391,0.210387903,0.192636423,0.169296515,0.1617357,0.144641683,0.128533859,0.118671926,0.111768573,0.100591716,0.091058514,0.082840237,0.078566732,0.07495069,0.071663379,0.066732413,0.074621959,0.073307035,0.074293228,0.08382643,0.099934254,0.116370809,0.144970414,0.187047995,0.236686391,0.279421433,0.344838922,0.410913872,0.487179487,0.541091387,0.590072321,0.6078238,0.627876397,0.622945431,0.621959237,0.634451019,0.649901381,0.658119658,0.656476003,0.655489809,0.64365549,0.644312952,0.642669297,0.636094675,0.63477975,0.63182117,0.626561473,0.631492439,0.628533859,0.624917817,0.63182117,0.616370809,0.606508876,0.587442472,0.597961867,0.589414859,0.596975674,0.6078238,0.622287968,0.618343195,0.635108481,0.640368179,0.646285339,0.666337936,0.681788297,0.702827087,0.723865878,0.747534517,0.771860618,0.794871795,0.812294543,0.833333333,0.850098619,0.857001972,0.85634451,0.840894149,0.819197896,0.794543064,0.771531887,0.735371466,0.707100592,0.681788297,0.655161078,0.632478632,0.594674556,0.559500329,0.518408941,0.489809336,0.450361604,0.419460881,0.393819855,0.379355687,0.369493754,0.345496384,0.309007232
0.278106509,0.25443787,0.227810651,0.20052597,0.181459566,0.165680473,0.144312952,0.128205128,0.106508876,0.094674556,0.082182774,0.074621959,0.062458909,0.059500329,0.0539119,0.054569362,0.056213018,0.058514135,0.055884287,0.052925707,0.052596976,0.051939513,0.052925707,0.070677186,0.096646943,0.121301775,0.143326759,0.166337936,0.186719264,0.210716634,0.246548323,0.285996055,0.309007232,0.344838922,0.372781065,0.408612755,0.44904668,0.488494412,0.515121631,0.540433925,0.5539119,0.55982906,0.575279421,0.585141354,0.590072321,0.602564103,0.614727153,0.615384615,0.615713346,0.621630506,0.627547666,0.618343195,0.617357002,0.60486522,0.591387245,0.572320842,0.552268245,0.548652202,0.534845496,0.526627219,0.516436555,0.510519395,0.506574622,0.502301118,0.503287311,0.506903353,0.510848126,0.52103879,0.534516765,0.564102564,0.591715976,0.615055884,0.636094675,0.673241289,0.721236029,0.74260355,0.734385273,0.717619987,0.687376726,0.649243918,0.613412229,0.594345825,0.567389875,0.544378698,0.520052597,0.485864563,0.452333991,0.42209073,0.383629191,0.360618014,0.336949375,0.304404997,0.297501644,0.304076266,0.283694938,0.262984878
0.235700197,0.214332676,0.187705457,0.158119658,0.140039448,0.125904011,0.103879027,0.085798817,0.073964497,0.060486522,0.04799474,0.035502959,0.026298488,0.016765286,0.012491782,0.011505588,0.012820513,0.015121631,0.004273504,0.00295858,0.009861933,0.019066404,0.018737673,0.023339908,0.033201841,0.044049967,0.060815253,0.078566732,0.084483892,0.103879027,0.110453649,0.130506246,0.152202498,0.175542406,0.20973044,0.244247206,0.277120316,0.323142669,0.355358317,0.372123603,0.405654175,0.437869822,0.452662722,0.469099277,0.487179487,0.507560815,0.520381328,0.536160421,0.559500329,0.578566732,0.590729783,0.608152531,0.616370809,0.626561473,0.617685733,0.615713346,0.602235371,0.595003287,0.595989481,0.588428665,0.589414859,0.598290598,0.588428665,0.578895464,0.588099934,0.614727153,0.615713346,0.647928994,0.660092045,0.684746877,0.693951348,0.711045365,0.73339908,0.750493097,0.770216963,0.767587114,0.759040105,0.736357659,0.714990138,0.689349112,0.670282709,0.645299145,0.619000657,0.600591716,0.571005917,0.542735043,0.497370151,0.460223537,0.428336621,0.39513478,0.356673241,0.327416174,0.306377383,0.298816568,0.268902038,0.238001315
0.213017751,0.195595003,0.163050625,0.147271532,0.130506246,0.122945431,0.112097304,0.096646943,0.08974359,0.076265615,0.066074951,0.05982906,0.052596976,0.055226824,0.062458909,0.054569362,0.052925707,0.052925707,0.047666009,0.039447732,0.058514135,0.081525312,0.096646943,0.119000657,0.152202498,0.219921105,0.268573307,0.341880342,0.409270217,0.496383958,0.548323471,0.593359632,0.618671926,0.645299145,0.6617357,0.672255095,0.698224852,0.719921105,0.745890861,0.761012492,0.744575937,0.741946088,0.760026298,0.762327416,0.769230769,0.777777778,0.777449047,0.768573307,0.76660092,0.776462853,0.779092702,0.77843524,0.786324786,0.762327416,0.745233399,0.733070348,0.721893491,0.722550953,0.715318869,0.703155819,0.710716634,0.733070348,0.71268902,0.725838264,0.714661407,0.734385273,0.744904668,0.778763971,0.801446417,0.830046022,0.840894149,0.841551611,0.862590401,0.869493754,0.920118343,0.937541091,0.928336621,0.902038133,0.892504931,0.860289283,0.838593031,0.812294543,0.788625904,0.75739645,0.742932281,0.705456936,0.6617357,0.620973044,0.571663379,0.522682446,0.481262327,0.426364234,0.402366864,0.390861275,0.357330703,0.327087442
0.289940828,0.267258383,0.243261012,0.221236029,0.195266272,0.189020381,0.183103222,0.159434583,0.138067061,0.132149901,0.125246548,0.112097304,0.108809993,0.112426036,0.112426036,0.104207758,0.100591716,0.108152531,0.11078238,0.109796187,0.11669954,0.130177515,0.133793557,0.159105851,0.197238659,0.262327416,0.29651545,0.363247863,0.422748192,0.519066404,0.561801446,0.615713346,0.637080868,0.666009204,0.665351742,0.66765286,0.68869165,0.706771861,0.710387903,0.70973044,0.700197239,0.689349112,0.693951348,0.690664037,0.706771861,0.711374096,0.682117028,0.682117028,0.666666667,0.686719264,0.690664037,0.693951348,0.693293886,0.687376726,0.675871137,0.665351742,0.667324129,0.674556213,0.674884944,0.660420776,0.674556213,0.677186062,0.689677844,0.707758054,0.725838264,0.757067719,0.785996055,0.810322156,0.835634451,0.859631821,0.885272847,0.904996713,0.927021696,0.947403024,0.976660092,0.969428008,0.951676529,0.940499671,0.915844839,0.892833662,0.863247863,0.83530572,0.814595661,0.785996055,0.762327416,0.728796844,0.674556213,0.617357002,0.567718606,0.522682446,0.46120973,0.416502301,0.378040763,0.364234057,0.328731098,0.297501644
0.261341223,0.238330046,0.2156476,0.199868508,0.180473373,0.176199869,0.163708087,0.14957265,0.135765943,0.12886259,0.111439842,0.107495069,0.08974359,0.087771203,0.092044707,0.091058514,0.089086128,0.09270217,0.091387245,0.09566075,0.108481262,0.12886259,0.145956607,0.168967784,0.21268902,0.291255753,0.339579224,0.40105194,0.465811966,0.555226824,0.60486522,0.642669297,0.666009204,0.683760684,0.676199869,0.682445759,0.695923734,0.710716634,0.716962525,0.721236029,0.713675214,0.701840894,0.698882314,0.696252465,0.706771861,0.710387903,0.710716634,0.702169625,0.696909928,0.710059172,0.714661407,0.722879684,0.722550953,0.704470743,0.687705457,0.690664037,0.689020381,0.705128205,0.697896121,0.692965155,0.688034188,0.69756739,0.694937541,0.702498356,0.711702827,0.741946088,0.759040105,0.786653517,0.80834977,0.832675871,0.847468771,0.862590401,0.862919132,0.871794872,0.903681788,0.926364234,0.926035503,0.909270217,0.90433925,0.873109796,0.85042735,0.82642998,0.795857988,0.773175542,0.754109139,0.704142012,0.659763314,0.618671926,0.573964497,0.528270874,0.489151874,0.444444444,0.413872452,0.398750822,0.367521368,0.343195266
